,tweet,label
655,ayy carlton is a ghetto school now TAG,1
656,bald head bitches think it's their time to prosper,1
657,between this trend and the vines acting like women its like niggas couldn't wait to be faggots,1
658,bill smith dds mtv odb lgbtq mma nfl aflcio bitch pick one fucking hate you i know you proud but shit,1
659,bitch ass nigga be hating on black women uncle tom bitch punk,1
660,bitch fuck yo nigga what's up with that pussy,1
661,bitch you're the ugliest cunt ever,1
662,bitches be having a nigga but want to be another nigga wcw bitch it don't work like that,1
663,black bitches don't be kickin up in our school bitches still comin wit durags still on they head nd shit,1
664,black cops want to kill white citizens spic cops want to kill anglo citizens zigeuner cops are all rapists,1
665,black people like TAG disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity,1
666,boy yung thug is a fag,1
667,brady heard yall say he was washed now he washing the league on you hoe ass niggas,1
668,bro everybody is a ho then fuck it your favorite color is mango red you are a ho you charge your phone all the way to ho smh,1
669,bullets through a nigguh tru jeans,1
670,bumped into a bitch that filed for sexual harassment at work against a co-worker i aint been so shook in my life,1
671,burn bitch,1
672,but atleast they let me know ur a faggot if u keep those type of twitter secrets,1
673,california is home to skater trash,1
674,can TAG of TAG imagine this TAG world was created to trap them and feed them to TAG like gazelles TAG TAG,1
675,can t wait to humble these niggas in the playoffs again until then good job hoes,1
676,can't stand bitch ass niggas,1
677,can't stand that asian dude just now faggot gives me attitude cause i almost forgot my water fuck u faggot if i wasn't on stage,1
678,can't stand that faggot,1
679,can't take u coons nowhere amp i mean nowhere,1
680,ceasefire let's see how long those towel heads can go without trying to attack israel then cry to national media when they get popped again,1
681,celtic means white trash if someone says they're celtic it means they're white trash,1
682,chasing these hoes better get cash nigga,1
683,chicks love these ugly hipster faggots prolly cause they look like the dad that was never in their life,1
684,chill TAG if i ever become president imma ban henny from america for a day just to see you negroes panic gotcha bitch,1
685,chris bosh bout to disgrace the trophy like a real faggot smh,1
686,clan of retards,1
687,come on nd get that chicken niggers love dat chicken from popeyes,1
688,crew neck ass nigguh,1
689,curse avi for coke because he's a fag and hasn't put it on yet,1
690,cussed out by a fat redneck on the last day yolo TAG TAG TAG,1
691,cute ass niggah,1
692,diversity chcgo blck pstr flooded w dth threats ovr endorsement of gop candidate u sellout uncle tom ass n gger,1
693,dad just yelled out in bout to fry some chicken like a nigger,1
694,damn TAG amp his nigger music waking up the whole school in the morning,1
695,damn hoe you so ugly even hello kitty said goodbye,1
696,dani alves pulled off that hairstyle neymar just looks like a faggot,1
697,dear utah polynesians again stop acting black and speaking ghetto speak fob you ain't no ghetto niggaz,1
698,deedee patrick ed sheen timmy's dad beavis amp butthead peter griffin this is just a list of some mentally retarded cartoon characters,1
699,delete now you bitch ass nigga TAG if the redskins beat us i will delete my fucking ig,1
700,devin hester's a bitch,1
701,dis broad done tagged dis nicca n a video of his sis giving dome TAG,1
702,don't mind black people hate niggers,1
703,dumb bitch,1
704,dyke bitches kill me thinkin they really got hoes lol,1
705,eda the queers at aa lol TAG TAG,1
706,espn keep hiring these dyke bitches and gay spanish niggas to talk sports,1
707,eagles fuck around amp lose it'll be kill the cracker at the sophi crib smfh,1
708,ebola sounds like a hood hoe,1
709,eh bitch how about you worry about your own psychotic ass looks like you need to be saved from being a noisy bitch TAG,1
710,elizabeth is a stupid hoe,1
711,every gook in TAG should be deported or killed,1
712,every slant in TAG should be deported those scum have no right to be here chinatown should be bulldozed,1
713,every spic cop in TAG has raped or has thought about raping a white woman that's why those half-breeds get jobs as pigs,1
714,every spic cop in TAG is loyal to the TAG,1
715,every spic cop should be killed those pigs only got their job to get even but white people never did anything to them,1
716,everyone calls me b they be like oh wassup b and i be like wassup my niggah,1
717,everyone tells me the exact same thing but i won't listen coon,1
718,faggot ass bitch nigga,1
719,fat ass hoe holding up the machine,1
720,fat ass inbred rednecks like paula deen are breed that are going extinct i mean look at that woman i would hate to be her scale,1
721,fat fucking funky nasty ass hoes,1
722,faux noise pundits don't like duck molester pro-slavery racist TAG TAG darling phil robertson either,1
723,faux noise pundits don't like duck molester pro-slavery racist homophobic teabagger darling phil robertson either,1
724,feminist aka a bitch,1
725,first thing i do when i hit the lotto is buying TAG two fat bitches and watching her eat both in one sitting,1
726,flaming faggots that publicly state how they want everything handed to them like fuck you dude get off your bottom ass and do something,1
727,for all we know this nigga a rapist y'all hoes dumb daniellathepimp melts,1
728,fredo was a bitch ass nigga how niggas fire over shots at his pops but he didn't get off cuz he dropped the gun smh,1
729,from now on i will call all radical muslims niggers it is very fitting and it is racist i am racist against anyone who hates america,1
730,fuck mlk antsoo vonteeeeee why does lexii keep favoriting my coon tweets mlk didnt die for this,1
731,fuck ur god until dat faggot strikes me down,1
732,fuck a lame nigga than you a lame bitch,1
733,fuck ass redskin corners,1
734,fuck boi fag,1
735,fuck her pussy fuck her mouth fuck her ass cause she nasty,1
736,fuck that hoe thats exactly what dese hoes doin gettin fucked nd yall niggas the one to blame,1
737,fuck that nigga's shit up olivia's pussy got fitz going batshit,1
738,fuck that niggah he so weak he cant tell that you a freak,1
739,fuck u niggas gonna do not a mfka thing oh bitch ass wack ass nigga y'all some fake ass people,1
740,fuck you faggot aloha hoesss grow up TAG i'm gonna be an old ass man still playing video games,1
741,fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1
742,fuck you ghetto ass coons,1
743,fuckin TAG man TAG knows these fucks can't procreate without the help of breeders but we treat them TAG TAG,1
744,fucking faggots TAG aren't from or live in dc maryland or va,1
745,fucking gook,1
746,fucking hate my coon ahh uncle,1
747,fucking redneck queers and their game invites,1
748,fucking with these hoes nigga don't be no dumby,1
749,fuckkkkk my nig a g tho he gonna come back,1
750,fuk wit a real nicca,1
751,funniest yt comment i ever received was niggers gonna nig shrugs lmao racist muthafucka caught me off guard,1
752,geez i think TAG may be right TAG is a monkey surely acts like one,1
753,gabby's a bitch and has two accounts,1
754,gave her that move it lil nigger push smh,1
755,gay ass nigga bitch you thought you thought,1
756,george michael such a fag,1
757,getting hit off a cunt thats about foot sideways and a cunt that was in the army lol i dini care yous are fuckin laughable,1
758,giving you that trailer park trash TAG TAG TAG TAG,1
759,god i would sell both my nuts to watch lebron tear his acl right now and watch all those pussies kill themselves,1
760,good mernin faggots,1
761,good morning to lightskin dyke bitches with steven segal ponytails,1
762,good morning coons,1
763,gotta love rednecks loud stupid stubborn and full o schitt,1
764,happy columbus day even TAG likes TAG and TAG what the fuck is wrong with you TAG fuckin TAG TAG,1
765,happy birthday to this coon ass nigga buckcity TAG,1
766,happy first day of college nigger TAG,1
767,hate this dyke,1
768,have you eva asked a nicca where dey got sum fake designer frm,1
769,he ain't shit girl he a bitch made nigga,1
770,heard that bitch gtta thang for them boss niggas,1
771,hey TAG you're a nigger TAG learn from other blacks in the league on how to conduct yourself,1
772,hey my folk this nigger loving jew boy TAG asked if i was making death threats against his goat fucking people fuck him,1
773,hey TAG don't be like a stupid white bitch in some horror movie asks TAG to hide from TAG behind some chainsaws m kay,1
774,his big ass smile his eyes is chink,1
775,hitler didn't finish it can u if a nigger ur jew confronts u in the street what then,1
776,hoes thnk they won when the nigga thats ridin the fence start givin them a lil attention what u won hoe a wishywashy ass nigga oh,1
777,holder s justice department isn t interested in the facts in TAG these race hustling bitches are disgraceful,1
778,hood niggas and bitches love emojis lmfao,1
779,i ain't been to the fair since i was like and i haven't wanted to go since then either for some reason too many niggers for me,1
780,i already know you trash if being tatted is on the list of things you want in a nigga,1
781,i be sayin i'm done drinkin everyday but then one of my friends hit me up like i gotta case and only faggots turn down free beer,1
782,i be waking up on some new shit like fuck that bitch shit,1
783,i bet you think you a no-chill savage huh fucking faggot TAG,1
784,i can't blow bubbles or whistle i'm basically retarded,1
785,i can't fuck a scary hoe,1
786,i can't fuck any ol bitch niggas be desert dicks out here,1
787,i didn't forsake all other bitches for my wife to be getting fucked on by another nigga and you know she married you gotta die,1
788,i do da flow in a temple today fo nuttin and dat jew wit the funky hair tell me i subhuman he tell me i ain't no mo human den a monkey,1
789,i dont even say nigga i say nigger im like chuck norris i say the nigger word without checking over my shoulder,1
790,i feel sorry for mexican and asian niggas they got the worse shaped bitches on earth,1
791,i forgot how white trash texarkana was well it is arkansas so,1
792,i fucking hate you niggers bruh,1
793,i hate all these industry fags i hope they all get the nigerian summer flu,1
794,i hate dumb bitches,1
795,i hate fat bitches,1
796,i hate that my mom says she trying to move out here like bitch the only reason your trying is because you don't have a place to live,1
797,i hate the ghetto trash at the special school across the street from my building all of them will grow up to be criminals,1
798,i hate the white trash cops who raped and murdered my infant daughters and son,1
799,i hate when black people try and be white so bad your a nigger,1
800,i hate when people tell me i have to many tattoos and they make me look ugly like bitch fuck you,1
801,i hate when white trash try to act like they're my equal it only makes it that much clearer how white trash they are,1
802,i hate you niccas lol,1
803,i hope you get eye cancer bitch,1
804,i just wanna slit this mf throat,1
805,i just want to punch you in the throat when you get my order wrong stupid bitch at sonic,1
806,i know righttt TAG i hate fat loud bitches,1
807,i knows y'all white folk only be playin wit me i colored and i knows my place,1
808,i like chinese buffets but i hate all the chinks,1
809,i like how niggas try an come at me and im like do it then bitch and they dont do shit pussies,1
810,i like taking niggas hoes but i stop doing that,1
811,i love all people for who they are but there's this one fag that goes to my school that can catch a ninja star to the face asap,1
812,i love fuckin wit people i be givin greedy ass nigas old as crackers wit expired cheese dey be callin me like nigga im shittin likea goose,1
813,i missing something of my ofay friends day all scared by da recent happenings don't chu worry ol lamar say you like da colored folk,1
814,i need to chat with TAG where dat nicca at lol,1
815,i never had any friends the entire time i lived in TAG no one was cool to me i hope those white trash southerners all die,1
816,i prefer jameis winston to not speak on tv at all damn coon,1
817,i really get upset when my lightskin friends have another cute dark skin sidekick like im supposed to be the only cute darkie u hang wit,1
818,i really just want to kill some towel head terrorists already can high school be over now please,1
819,i still think snap chat for faggots and high schoolers,1
820,i swear these anon fags go to protests just to take pictures to post to twitter look i was there like me,1
821,i think dat TAG called me a nigger what do move away from da dark side mean,1
822,i think this nigga retarded g,1
823,i wasn't calling you a faggot but you are one lol,1
824,i wish faggots like TAG would stop making music rack city was fucking awful get the fuck outta michigan,1
825,i wonder if that latino strategy is working tpm goper doubles down on wetbacks but backpedals on shoot on sight,1
826,i would like to apologize to anyone i have called fat stupid gay nigger jew or retarded i am truly sorry jk just trolling fags,1
827,i'm already tired and mr stupid af decides to show us a video on trigonometric notions so um yeah i just wanted to say you're a hoe,1
828,i'm going to sell my iphone and both my macs i don't support faggots,1
829,i'm just upset they got faggots on this show,1
830,i'm literally laughing in shock amazement joy in just everything in everything pop the champagne american queers we have arrived,1
831,i'm not weird you're just a faggot,1
832,i'm obviously not talking about cod because that game is for queers,1
833,i'm seeing more amp more niggers migrating further up liberty rd smh,1
834,i'm so sick of u niggers,1
835,i'm starting to not like meek this nig a lil to arrogant for me,1
836,i'm sure TAG would add this helpful parenthetical explanation if these were redneck peckerwood teabaggers,1
837,if a spic ever talks to a white person and the white person kills them it's self defense,1
838,if some one isn't an anglo-saxon protestant they have no right to be alive in the us none at all they are foreign filth,1
839,if someone is part of james x then he's a white trash cultist,1
840,if yer gonna continue to be a contrarian bitch go die then i've no time for such trifling,1
841,if you kill all cops and cracker babies what next black states white states and latino states isn't that moving backwards,1
842,if you say any of the following words the convo is over nigger nigga swag yolo fag retard,1
843,if you would have followed george washington in it means that you're white trash,1
844,im soooooo tired of this dick dyke showing up on my fb feed real studs dont fucc niggas just be bisexual,1
845,ion care fuck that hoe,1
846,iont see how some of you niggas fags,1
847,is there a full moon out TAG out in full force and i'm not talking about muzzies or liberals and i'm in the mood to oblige,1
848,it happens again black pack beats whitey this should make national news,1
849,it really is too bad that TAG had faggot marriage forced upon her after her citizens declared it illegal,1
850,it stinks in here must be then pussy ass niggas talkin shit TAG test me,1
851,it was nice of you to unfollow me fag,1
852,it's a lot of uncle tom ass niggas out here,1
853,it's levels to my bitch you can't fuck her nigga cause she like red bottom you can't afford her nigga she got benz you riding honda accord,1
854,it's so shady when you bitches talk to guys w girlfriends that's so disrespectful to do to another girl,1
855,it's this dyke chick cut hair in the barbershop look just like future,1
856,it's time to mock halftime in america how bout wake up america we have radical leftists running the country,1
857,it's unbelievable to me that there are americans who refused to kill the okies that means all americans weak willed trash,1
858,jai may make an appearance at the party love that fag,1
859,jason admitted you're a stuck up bitch lol which you are think you're so much better than everycunt naaaaa,1
860,jennifer lawrence's nudes sooooo trash im still smashin though no doubt,1
861,johnny rebel if i could be a nigger for a day,1
862,johnny rebel quit your bitchin nigger,1
863,just to get u mad go on your search bar on here and search up stupid niggers amp hop on somebodys head then mention me lol TAG,1
864,just watched the scene in zero dark thirty where they pop osama's bitch ass TAG TAG TAG,1
865,kanye west is a faggot,1
866,karmas a bitch and so are you you'll be getting along just fine real soon,1
867,kick dem fucc niccas out da spot,1
868,kim kardashian look like a tranny with all that surgery,1
869,kip tokuda yellow guy working to niggerize the seattle pd died too bad there's another pos hiding in the wings to replace him,1
870,know why the ultimate warrior died god loves fag TAG he was an anti-gay crusader so a little light jokes are necessary,1
871,lrg ass nigguh,1
872,lakers are trash right now,1
873,late night phone convos with my hoomie that nigga a gook,1
874,lemme find out that bitch nigga talking shit,1
875,liberty and justice for all TAG go get me a sandwich nigger or i'll kill you,1
876,literally every man in my fam copped a bad white bitch as a wife i ain't even boutta break da chain unless a latina comes around,1
877,little fucking gook who smells like shit an than thinking they're the motherfuckin boss the fuck,1
878,lmao lebron's expression says it all inkmyholebody this nigga is a fuckin faggot,1
879,lmao TAG if u live wit ya girl and u do dishes u a faggot,1
880,lmao let these hoes be hoes ain't no savin nem,1
881,lmao you niggas regionally picky about hoes now just say anything on twitter makes it's fun tho,1
882,lmaooo TAG she a tranny if she can open a jar of pickles by herself,1
883,lol nicca dime game got soo much clout niccas goin to da store to buy sum dice,1
884,lol TAG youuuuu got niggas but i don't got bitches,1
885,lol you're a cunt liar and i hope you drop dead k :-),1
886,lol so since i'm from the south i automatically sound like a fucking redneck hahahaha how about fuck you stupid ass,1
887,look at this coon ass nigga here standing on a damn toilet looking around for his manhood,1
888,look at this little faggot kellz tell her she's beautiful as much as you can it'll make her smile,1
889,lynch mob thugs threaten zimmerman jury n ggas coming for that bitch ass jury the hatred won't stop flowing #war,1
890,man TAG ducked me like a true hick would have split that white trash faggot lid,1
891,man i swear today's like nation hit tony while he's driving day this chink almost smashed into me,1
892,mayweather is a pussy hes only winning cus he picks his fight and he picks the nobody fighters TAG TAG,1
893,mcdonalds pipe self defence beating this is one nigger who's hand i would shake that's how you deal with sheboons,1
894,members of non-traditional religions are all sub-human trash,1
895,michael sam being cut further proves that we fags don't belong in football or TAG it is a heterosexual sport for heterosexuals,1
896,minus all the retarded poor bots,1
897,most niccas broke but always n the limelight,1
898,must have been a light skin hoe campaignmindy lmfao wtf she mean af trickinggawd he wasnt ready bruh rip,1
899,my advice of the day if your a tranny go fuck your self,1
900,my best friend loves justin beiber what a fag TAG,1
901,my doctor tonight is such a miserable cunt even my nurse is pissed off she's been here since pm and hasn't come to see me once,1
902,my eyes feel so chink eyed,1
903,my managers a stupid cunt yes i said it,1
904,my neighbors be sick when i wake um up to all this nigger music ctfu,1
905,my nig jus said ain't nuttin worse den a fat loud hoe tru fuckin story,1
906,naw TAG am i the only one mad that espn gonna be talking about faggot ass penn state all week,1
907,need a bitch to drop it down for a niggah,1
908,next time u gone call a darky a nicca call dat coon a jungle bunny #boondocks p s i,1
909,nigga just had them crackers on a chase,1
910,niggah niggah niggah don't believe me just wacthh,1
911,niggas actin like hoes most of em bitches,1
912,niggas are so fucking gay and they try to cancel it out by saying nah were bros it's cool nahhhhhaahahahaha you a faggot bruh,1
913,niggas be in they feelings when they find out their hoe fuckin another nigga TAG,1
914,niggas deserve better bitches,1
915,niggas sleepin with bitches grandmas lmfao maury fake af,1
916,niggas wear wigs more than bitches these days,1
917,niggas bitches cheat cause mf's always think they gettin played,1
918,no half-breed spic has any right to say anything to any anglo ever and should be killed for doing so,1
919,no one goes into psychiatry to help people those people are all immoral everyone who works in that field is pure trash,1
920,no police department that hires gypsies half-breeds and nigglets should be trusted,1
921,no these are only whites pies well do you have any negro pies,1
922,no its wrong to try to change TAG gt there is no therapy so TAG should understand and sympathize like they are TAG gt,1
923,none of us went to these prestigious establishments so we're clearly not as superior as these fucking retards,1
924,not all straight men i am frustrated unlike on okcupid queer folks don t have the ability to block,1
925,not trying to follow any spooks no offense,1
926,omg TAG TAG ugly faggot your a bad mother you should kill yourself like robin williams,1
927,obama s faves muslims black ghetto trash via TAG,1
928,of course my TAG for TAG is off this year because of TAG you goddamn retards TAG,1
929,ok did this bitch just say wut i think she said i believe u just described urself dumbass,1
930,omg you won't say it to my face stupid ass hoes talkin shit imma whoop her ass over dramatic teenage girls,1
931,on upenn campus all the black chicks here are trash but they're gonna be paid,1
932,only americans would hire white trash with ties to international terrorism as police officers,1
933,only faggots use white ds's,1
934,only fags say swag shits mad retarded,1
935,only retards retweet fuckry,1
936,only white trash watch football,1
937,only white trash would call slants and hindis and moslems their equals,1
938,only word i can understand on TAG is nigger heavily disappointed in this show aaronmacgruder stuff blows imo,1
939,or the teach might get u got TAG i really hate a disrespectful ass bitch in class the professor is talking you stfu bitch,1
940,oregon losing in oregon ahhhahahaha faggots,1
941,pantera minutes alone TAG minutes pussy boy i'll crush you,1
942,peace fags just remember i'm best lux support na drop lustboy pick me and kakao up tsm,1
943,pennsylvania is white trash and is so are all pennsylvanians,1
944,people are fucking retarded lol,1
945,people get more and more retarded everyday,1
946,people on this site are fucking retarded sometimes,1
947,people who enjoy shows like TAG and TAG are douche bags usually white trash too,1
948,people who go to church in hollywood ca are all white trash filth,1
949,people who grow their own vegetables are nothing but common peasant trash,1
950,people who live in TAG are unwashed trash,1
951,people who play TAG are human filth and don't deserve the same respect you'd give a mosquito they're soulless gutter trash,1
952,phillip rivers look like he almost wants to call dude a nigger for that bad play,1
953,playing to white guilt lasted one last time whitey felt absolved it ends today it ends in the fields suburbs of pennsylvania,1
954,pop a nigguh sound like crisco,1
955,porch monkey life,1
956,punk ass broke faggots,1
957,rino trash like TAG TAG TAG see conservatives as the democrat party see blacks as their slave property TAG,1
958,rt timatheracer wow do we have another faggot shinobicelsius timatheracer wow do we have another cam hater lol gt gt dat dude is nice,1
959,rt thatgapeach amp alla my niggas hot boys so don't bring no ice in this bitch,1
960,rt TAG your swags off fag sauce,1
961,rt TAG at least i say im crazy some nigga gotta find out a bitch wild when she shooting at they ass,1
962,rt TAG i hate when a nigga ask me where the hoes nigga idfk,1
963,rt TAG TAG TAG gee isn't cracker a racist term so tired of these race baiters,1
964,rt TAG i hate trailer trash,1
965,rt TAG well maryland is just a bunch of hateful rednecks anyway,1
966,rt TAG brandon phelps a hoe ass nigga and wen i see him i'ma smack him like da lil bitch he is TAG,1
967,rt TAG these young cats being drafted in the nba today are walking lotto tickets wait till these niggas find out that pussy come,1
968,rt TAG rudy gay a faggot for not changing his last name once he got money,1
969,rt TAG hate fags the answer's yes,1
970,rt TAG ray j is the perfect example of what happens when you give a lame nigga some pussy,1
971,rt TAG water is wet TAG nike dc is trash,1
972,rt TAG look at ya boy TAG TAG nigga a faggot TAG bruh TAG chance the rapper,1
973,rt TAG why do the trashiest really ghetto girls always get the most likes and comments on insta boys up and down their pictures a,1
974,rt TAG remember the yellow badge nazis used israel is making muslim women carry a yellow badge order to pray in al-aqsa h,1
975,rt TAG anybody who trashes their own neighborhood after a perceived injustice is a fucking moron TAG,1
976,rt TAG TAG TAG TAG not about to shoot this pussy ima beat his face into the asphalt t,1
977,rt TAG beyonc is trash,1
978,rt TAG chava needs to stay in his lane and keep sending gyro to hell you dont want it with the big boys you dirt infest ass beaner,1
979,rt TAG if i dont get drafted for the squad we gonna have some problems drop the faggot jesus,1
980,rt TAG kill this beaner,1
981,rt TAG who else hated this bitch nigga,1
982,rt TAG man i was trying to eat kylegotjokes nigga you said it was bitches out here i showed up for nothin,1
983,rt TAG TAG TAG i feel like tim ross is a nigger,1
984,rt TAG TAG ching chong,1
985,rt TAG TAG it means you're a faggot lol,1
986,rt TAG dat bitch katy perry can suck skin off of my dick,1
987,rt TAG staycoolwheels TAG well he is at genos so he is the ultimate faggot TAG got to show this queer how to eat,1
988,rt TAG sometimes i wanna upper cut this bitch but i don't know if she's special ed or not,1
989,rt TAG lmaoo TAG that's a legal tackle faggot TAG seriously,1
990,rt TAG horrible rapper TAG tyga most trash rapper ever she want a yellow nigga corn on the cob i smacked my mom when i heard him,1
991,rt TAG lowkey called that faggot a faggot,1
992,rt TAG it's amp you niggas still runnin round sayin yall don't eat pussy y'all must be suckin dick,1
993,rt TAG this girl comes into class with fried chicken and pulls hot sauce out of her purse i mean come on how ghetto amp stereotypi,1
994,rt TAG is that kawhi leonard smh idntwearcondoms wow u really gonna leak ou nvm TAG ion need i fuc nig http,1
995,rt TAG TAG is dis wrong d: if you fuck wit a lame nigga you a lame bitch,1
996,rt TAG TAG TAG stfu faggot a clip is holy fucking tittyy shit,1
997,rt TAG TAG you're not safe pussy boy looooool,1
998,rt TAG shawty said you not gone understand america unless you went to a pwi school crackers already brainwashed her smh lol,1
999,rt TAG wow TAG whatever fuck all those assholes they're niggers they all look alike to me,1
1000,rt TAG tell me how you really feel TAG those little TAG faggots usually have bags over their heads anyway,1
1001,rt TAG TAG TAG so tony i think yr a rude little cunt and too too young to even know what real rock and rol,1
1002,rt TAG i don't support that ya idiot and if i'm a teabagger you're being teabagged TAG TAG TAG,1
1003,rt TAG niggas always wanna talk about how god is against gays what about that pussy you was eating last night ain't god ag,1
1004,rt TAG horrible TAG invader zim was trash,1
1005,rt TAG what the fuck is this disgusting nigger from the movie captain phillips doing on the red carpet for the oscars what the fuc,1
1006,rt TAG i don't fuck with these hoes amp i don't fuck with niggas that's fuckin these hoes,1
1007,rt TAG TAG my nig,1
1008,rt TAG TAG gave her that move it lil nigger push smh,1
1009,rt TAG this nigguh chris paul,1
1010,rt TAG to the rejects who constantly call my house and are threatening to rape my mom karma's a bitch rot in hell faggots,1
1011,rt TAG don't watch me you beta watch your bitch nigga,1
1012,rt TAG you can no longer run a business n america unless it's deemed acceptable by political group of retards known as democr,1
1013,rt TAG TAG TAG true i need to sleep to make them gainz bruh so all the hoes stay mirin ;p alright later,1
1014,rt TAG i wanna sleep but i'm outside with this nigger lol trying to hang him,1
1015,rt TAG TAG well how else will white ppl get us to forget our horrific past other than to paint a pretty picture of ho,1
1016,rt TAG white trash warfare pt,1
1017,rt TAG pussy ass nigga,1
1018,rt TAG i'm a get money nigga so da hoes love me,1
1019,rt TAG TAG tight pants and loud colors you look like a fag,1
1020,rt TAG mfs still in the same spot as yrs ago beefing with the same nighas sleeping with the same hoes eating from the same restau,1
1021,rt TAG fuck islam you pigfucking trash troll TAG TAG TAG,1
1022,rt TAG while the men will often be rambling and retarded the women will appear trashy and tipsy lawless and lustful,1
1023,rt TAG TAG lmfaoo never i be dolo i dont got no niggas amp for my old hoes fuck all them,1
1024,rt TAG why ya niggas be gassin these wack ass bitches,1
1025,rt TAG african colored car i push niggerous whips,1
1026,rt TAG nigga screamed like a lil bitch lol,1
1027,rt TAG that nigger made the shit out of my coffee,1
1028,rt TAG pillow talking too yo hoe hating on a nigga fuck around loose ya hoe like that,1
1029,rt TAG yay for america amp israel we put in more jew hating muslim trash into our government pathetic amp sickening,1
1030,rt TAG this nigga is a fuckin faggot,1
1031,rt TAG TAG but you're still a faggot,1
1032,rt TAG niggers are so ignorant,1
1033,rt TAG arosati the bromance between pat and ant is real fuck that faggot,1
1034,rt TAG when niggas ask me where the hoes at,1
1035,rt TAG did u call me a bitch i said you were acting like one so you just called me one nigga shut up bitch,1
1036,rt TAG my old man has a white galaxy phone cuz he's a fag,1
1037,rt TAG the fox says you're a cunt,1
1038,rt TAG you other niggas a call up a bitch to fight a bitch naw not me i'm whomp that trick so she can feel where i'm coming from,1
1039,rt TAG realzachk enn TAG you're a faggot you're a texas fan,1
1040,rt TAG well maybe you're a whore you stupid ugly homeless bitch,1
1041,rt TAG do you ever just see someone's account and think wow what a faggot but at the same time you can't unfollow bc u can't m,1
1042,rt TAG we muslims have no military honour whatsoever we are sub human savages that slaughter unarmed men women amp children http,1
1043,rt TAG jameis winston is a nigger,1
1044,rt TAG any bitch who need a crowd to fight is clearly easily influenced amp weak minded amp most likely will commit suicide,1
1045,rt TAG nigga wanna bitch about a party y'all know my address knock at my door,1
1046,rt TAG if u dont want your heart broken then dont check for a nigga who entertains hoes,1
1047,rt TAG miley cyrus pussy probably taste like wet dog she has a negative ass and the bitch looks like justin bieber she so ove,1
1048,rt TAG exactly same shit i said gt gt gt TAG so nobody think mimi was outta line for inviting stevie j to the gay nicca v,1
1049,rt TAG i color my entire arm black with a sharpie and fist my wife's asshole just so she knows what a nigger dick feels like,1
1050,rt TAG on nigger day we honor nigger traditions by not working,1
1051,rt TAG we all know that one person that could say anything and you just look at them thinking you're retarded stfu TAG,1
1052,rt TAG here is a TAG supporter she says whites are just evil albino black babies seriously TAG TAG,1
1053,rt TAG furrybah in my paypay voice TAG the hoes are for everybody my nigga,1
1054,rt TAG bdubs is packed with beaners,1
1055,rt TAG TAG TAG TAG get fucked you racist inbred hillbilly fuck,1
1056,rt TAG TAG typical coon activity,1
1057,rt TAG proudly a racist u dumb nigger,1
1058,rt TAG TAG i'd rather be from a rancho then live in ghetto ass urban areas with niggers and nigger impersonators adopting ni,1
1059,rt TAG TAG TAG TAG TAG TAG start crying and stalking him faggot i want to laff,1
1060,rt TAG TAG TAG not gonna happen the coward nigger gets lit up he knows it pac has to sign to tmt but why di,1
1061,rt TAG if you dont see the connection between legitimizing the queer lifestyle and an increase in std's and sexual deviancy yo,1
1062,rt TAG vivalajuicyy gt tragedy smh TAG niggas don't know you but will throw dirt on your name for the pussy you h,1
1063,rt TAG mckenxcassie some of y'all hoes so worried about y'all eyebrows y'all forgot y'all had a mustache lmao,1
1064,rt TAG apartheid no cut card pedestrian check show me your freedom papers you darkies,1
1065,rt TAG happy birthday freshman faggots TAG TAG,1
1066,rt TAG if you snipe you're a fucking faggot i fucking hope all of you snipers get fucking raped and suffer from cancer,1
1067,rt TAG dont be a faggot cover your mouth when you fkn cough or sneeze i got a immune system to keep strong asshole,1
1068,rt TAG look at u now u pregnant stupid bitch lol,1
1069,rt TAG vin scully once called me a camel jockey TAG,1
1070,rt TAG ill break a bitch down like the pussy she is,1
1071,rt TAG you hoes need to stop dressing y'all kids as migos and rappers that y'all fucked lil nigga just wanted to be a power ran,1
1072,rt TAG here's how your suggestion plays out TAG racist ha those niggers stopped callin each other nigga the end,1
1073,rt TAG wow the stupid nigger in lebron really came out there,1
1074,rt TAG kill whitey,1
1075,rt TAG niggas talk more than bitches these days,1
1076,rt TAG i stopped caring about mcm when i noticed dykes where getting chose before me,1
1077,rt TAG TAG for every bad bitch there is a nigga who treats them like shit amp yet they stay i wanna,1
1078,rt TAG if you claim macklemore is your favorite rapper i'm also assuming you watch the wnba on your free time faggot,1
1079,rt TAG you can be a good girl all you want and those hoes still gonna get us niggas attention from time to time,1
1080,rt TAG happy birthday faggot TAG,1
1081,rt TAG fuck michelle obama that monkey doesnt belong in the white house,1
1082,rt TAG i really hate attention seeking hoes hope they all die,1
1083,rt TAG you a hoe if you give your number to another nigga while you got a man,1
1084,rt TAG TAG sav is a fag,1
1085,rt TAG get these trash ass niggas outta my stadium,1
1086,rt TAG green azz niggas amp yall new bitches condone dat sucka activity dat why they keep doin it,1
1087,rt TAG i go to take the trash out and a darkskin nigga stole my damn garbage,1
1088,rt TAG i hate taking a shit at public places bc i feel like a faggot when im placing the toilet paper on the toilet seat,1
1089,rt TAG u hoes going to church this morning like y'all wasn't busting it wide open for niggas about hours ago,1
1090,rt TAG if some little fucking faggot spits in my food i swear to god id tear your fucking arms off,1
